P48347	AT1G22300
Q9STS1	AT3G48170
Q0WUQ1	AT5G52060
Q0WPX7	AT5G62100
Q9LYP4	AT5G07220
Q8RX71	AT3G51780
O65373	AT1G12060
O82345	AT2G46240
Q9LVA0	AT5G62390
Q9LIB3	AT3G29310
Q8GW10	AT2G38920
Q9SRX9	AT1G02860
Q9FI40	AT5G47980
Q94F62	AT4G33430
Q9LIR6	AT3G23920
O65258	AT4G00490
O23553	AT4G17090
Q9FM68	AT5G55700
P25853	AT4G15210
Q8L762	AT2G32290
O80831	AT2G45880
Q9FH80	AT5G45300
Q8VYW2	AT5G18670
O49545	AT5G65700
Q9M2Z1	AT3G49670
O65440	AT4G20270
Q9SEV0	AT1G61720
Q941L2	AT3G61190
Q58FX0	AT2G45760
O23390	AT4G15370
Q4KSH9	AT5G44630
Q96291	AT3G11630
Q9C5R8	AT5G06290
Q6PQQ4	AT5G17430
Q9LT17	AT3G19910
Q8L649	AT3G63530
Q8W0Z7	AT3G05190
Q9ASR4	AT5G27410
Q8L493	AT5G57850
Q93Y32	AT1G10060
Q9M439	AT1G10070
Q9M401	AT3G49680
Q9LE06	AT3G19710
Q9FYA6	AT5G65780
Q9LPM9	AT1G50110
Q9LPM8	AT1G50090
Q07488	AT5G20230
O80517	AT2G44790
O64885	AT2G44510
Q42533	AT5G16390
Q9LLC1	AT5G15530
Q9SZZ8	AT4G25700
Q9LTG0	AT5G52570
Q9FYL2	AT1G24520
Q9M367	AT3G61710
Q8GZ13	AT1G18400
Q93VJ4	AT4G36540
Q8GWK7	AT1G73830
Q9S7F3	AT3G50750
O49404	AT4G18890
Q9ZV88	AT1G78700
Q38897	AT5G41410
Q9M2J9	AT3G58170
Q94CG2	AT4G14455
Q8VXX9	AT4G14600
Q8L9S0	AT1G29060
Q9FIT4	AT5G62040
Q9FN08	AT5G63810
Q9SCV1	AT4G35010
Q9SCV0	AT4G26140
Q9SCU9	AT2G16730
Q9SCU8	AT4G38590
Q8GX69	AT1G77410
Q93Z24	AT1G72990
Q9SCW1	AT3G13750
Q9LFA6	AT3G52840
Q9SCV9	AT4G36360
Q9SCV8	AT5G56870
Q9MAJ7	AT1G45130
Q9FFN4	AT5G63800
Q9SCV5	AT5G20710
Q9SCV4	AT2G28470
Q9SCV3	AT2G32810
Q9FMD8	AT5G16580
O65458	AT4G22100
Q9ZUI3	AT1G60090
Q682B4	AT1G60270
Q9LZJ1	AT3G62740
Q67XN2	AT3G62750
Q9STP4	AT4G27820
Q93ZI4	AT4G27830
B3H5Q1	AT1G02850
Q9FH03	AT5G42260
Q9LU02	AT5G44640
Q9SLA0	AT2G25630
O64879	AT2G44450
Q9M1D0	AT3G60130
O64882	AT2G44480
Q9SE50	AT1G52400
Q9LIF9	AT3G21370
Q84WV2	AT1G75940
Q9C525	AT1G66270
Q9C8Y9	AT1G66280
Q9SR37	AT3G09260
Q9LKR7	AT5G28510
O82772	AT3G03640
O64883	AT2G44490
Q9M1D1	AT3G60120
Q4V3B3	AT2G44460
Q8GXT2	AT2G44470
Q9M1C9	AT3G60140
Q9FLU9	AT5G24540
Q9FLU8	AT5G24550
O48779	AT2G32860
Q8GRX1	AT1G47600
Q3ECS3	AT1G51470
Q9C8K1	AT1G51490
Q9C5C2	AT5G25980
P37702	AT5G26000
Q3E8E5	AT5G48375
Q9FZE0	AT1G26560
Q9FIU7	AT5G54570
Q9FIW4	AT5G36890
Q9LV34	AT3G18070
Q9LV33	AT3G18080
O80689	AT1G61810
O80690	AT1G61820
Q9SVS1	AT4G21760
O23487	AT4G16430
O49687	AT4G17880
Q93Y00	AT1G03040
Q84TK1	AT2G31220
Q8W2F2	AT4G36060
Q8W2F1	AT4G00480
Q9LNJ5	AT1G01260
O23090	AT4G00870
Q1PF17	AT2G22750
Q1PF16	AT2G22760
Q8S3F1	AT2G22770
Q9SVU6	AT4G28790
Q9T072	AT4G37850
Q700E3	AT4G29930
Q9LUK7	AT5G46830
Q9S7Y1	AT1G68810
Q9LS08	AT3G25710
Q9LTC7	AT3G23210
Q9FLI1	AT5G51780
Q9LTS4	AT5G56960
Q9SN74	AT3G47640
Q8VZ02	AT2G42300
Q9CAA9	AT1G68920
Q9XEF0	AT2G40200
Q9SA82	AT1G30670
Q84RD0	AT2G34820
Q8LEG1	AT1G27740
Q9LN95	AT1G12540
Q9M128	AT4G01460
Q3EAI1	AT3G57800
Q9LXA9	AT5G10570
Q9SRT2	AT3G07340
Q8GY61	AT4G34530
Q9ZPW3	AT2G18300
Q9ZUG9	AT2G24260
Q700E4	AT3G61950
Q8S3D1	AT4G29100
Q8S3D5	AT4G30980
O81037	AT2G46810
Q56XR0	AT5G46690
Q6NKN9	AT1G10120
A4D998	AT1G25330
Q9C670	AT1G26260
Q9LK48	AT3G23690
Q9FJL4	AT5G48560
Q9LV17	AT5G62610
Q9C8P8	AT1G35460
Q9M0R0	AT4G09180
Q9LSQ3	AT5G58010
Q9C707	AT1G66470
Q7XHI9	AT2G14760
Q84WK0	AT4G33880
Q9FJ00	AT5G37800
Q8S3D2	AT3G21330
Q9LND0	AT1G06170
Q0WNR2	AT1G10610
Q8GX46	AT2G31210
Q9FIX5	AT5G43650
Q9LSL1	AT5G65640
Q9SK91	AT1G22490
Q9FXA3	AT1G49770
Q9C7T4	AT1G72210
Q9FKQ6	AT5G65320
Q9ZVB5	AT2G41240
Q9FYE6	AT5G04150
Q8VZ22	AT4G21340
Q8L467	AT4G14410
O80674	AT2G41130
Q9LET0	AT3G56770
Q5XVH0	AT1G68240
Q9SFZ3	AT1G27660
Q94JL3	AT1G61660
Q9LT67	AT3G19500
Q9C682	AT1G51070
Q9LRJ4	AT3G22100
Q9STJ7	AT4G25400
Q8GT73	AT4G28811
Q9FLI0	AT5G51790
Q9LT23	AT3G19860
Q9C690	AT1G51140
Q8GXT3	AT3G20640
Q9LQ08	AT1G62975
Q9STJ6	AT4G25410
Q7XHI7	AT4G28815
Q8H102	AT1G05805
Q9ZW81	AT2G43140
Q66GR3	AT2G42280
Q7XHI5	AT2G20100
Q9CA64	AT1G74500
Q93W88	AT5G50915
Q3E7L7	AT5G43175
Q9M041	AT5G01310
Q9FY69	AT5G09460
Q9ASX9	AT1G29950
Q9FGB0	AT5G50010
Q9LSN7	AT3G17100
Q9C8Z9	AT3G06590
O80482	AT1G09250
Q9M9L6	AT3G05800
O22901	AT2G47270
Q94A20	AT4G15470
Q9LD45	AT5G47120
O48814	AT2G39660
Q9LEZ3	AT5G08130
Q9CAA4	AT1G69010
Q9FMB6	AT5G38860
Q9FLU1	AT5G24630
P54967	AT2G43360
O22929	AT2G30330
F4K657	AT5G49550
Q9FXG8	AT1G19700
Q1PFD1	AT1G75430
Q9SJ56	AT2G35940
Q9FWS9	AT1G75410
Q94KL5	AT2G23760
Q8S897	AT2G27220
O65685	AT4G34610
Q9SIW1	AT2G16400
Q9SJJ3	AT2G27990
Q9LZM8	AT5G02030
Q941L3	AT5G61900
Q5S1W2	AT5G07300
Q5XQC7	AT1G08860
Q8VYR7	AT2G47160
Q9M1P7	AT3G62270
Q93Z13	AT3G06450
Q9XI23	AT1G15460
Q9SSG5	AT1G74810
Q3E954	AT5G25430
Q9SUU1	AT4G32510
Q9SKD0	AT2G01930
Q9LDE2	AT1G14685
Q8S8C6	AT2G21240
F4JUI3	AT4G38910
Q8L999	AT5G42520
O82286	AT2G35550
Q0JXE7	AT1G59640
Q8L765	AT5G19000
Q9M8J9	AT3G06190
O22286	AT2G39760
Q9SRV1	AT3G03740
Q1EBV6	AT5G21010
A1L4W5	AT3G43700
Q9LMM6	AT1G01550
Q8RXD4	AT4G21070
Q8RXD6	AT2G44950
Q9C895	AT1G55250
O22476	AT4G39400
Q94JY4	AT2G22640
Q9ZWC8	AT1G55610
Q9ZPS9	AT2G01950
Q9LJF3	AT3G13380
Q6EVK6	AT2G46020
Q9C878	AT1G33280
Q9SV87	AT4G10350
O82281	AT2G35600
Q8GYL9	AT3G14000
Q5HZ09	AT1G54180
Q8GZ92	AT5G20540
Q17TI5	AT1G31880
P93045	AT3G17590
Q8L7U5	AT4G03080
Q9SJF0	AT1G08420
Q9SHS7	AT2G27210
Q9LR78	AT1G03445
Q9FMK7	AT5G63160
Q94BN0	AT3G48360
Q9SYL0	AT1G05690
Q9FJX5	AT5G67480
Q6EJ98	AT4G37610
Q9FGY1	AT5G49360
Q94KD8	AT1G02640
Q9LXD6	AT5G09730
Q9FLG1	AT5G64570
Q9LJN4	AT3G19620
Q9LXA8	AT5G10560
Q9SGZ5	AT1G78060
Q9C7S0	AT1G42990
Q9FGX2	AT5G49450
Q9FUD3	AT5G24800
O22763	AT4G02640
Q9M1G6	AT3G54620
B9DGI8	AT5G28770
Q8S307	AT1G75080
Q9LN63	AT1G19350
Q93XX4	AT1G53590
Q9ZVT9	AT1G03370
Q9FGS8	AT5G50170
Q9LQM3	AT1G32360
Q3ECU8	AT1G48195
Q9C9N3	AT1G66810
Q9C9F5	AT1G68200
Q9FWS3	AT1G75340
Q9ZUM0	AT2G02160
Q9SJ41	AT2G05160
Q8GX84	AT1G01350
O82199	AT2G19810
Q9SK74	AT2G20280
Q9SK49	AT2G24830
O82307	AT2G25900
Q8L7S3	AT2G28450
Q9ZW36	AT2G29580
O48772	AT2G32930
Q84VG7	AT2G33835
Q5PP65	AT2G35430
Q9XEE6	AT2G40140
Q9ZWA1	AT1G03790
P93755	AT2G41900
O22243	AT2G47680
Q84W91	AT2G47850
Q8GXX7	AT3G02830
Q9SQU4	AT3G06410
Q6IDS6	AT3G08505
Q9C7C3	AT3G12130
Q941Q3	AT3G12680
Q9LIH5	AT3G18640
Q9LT81	AT3G19360
Q94AD9	AT1G04990
Q93XW7	AT3G21810
Q9LVX1	AT3G27700
Q9SD61	AT3G47120
Q9STM4	AT3G48440
Q9SD34	AT3G51120
Q94C33	AT3G51180
Q9SV09	AT3G51950
Q93ZS9	AT3G55980
Q9FNZ2	AT4G25440
Q9M0G2	AT4G29190
Q9LNV5	AT1G07360
Q9FNG6	AT5G06420
Q9FG30	AT5G06770
Q9FL40	AT5G07060
O65036	AT5G07500
Q94CJ8	AT5G12440
Q9LXV4	AT5G12850
Q8L7N8	AT5G16540
Q6NPN3	AT5G18550
Q9FKR9	AT5G40880
Q9SY74	AT1G10320
Q9FKW2	AT5G44260
Q9FE91	AT5G49200
Q9FNZ1	AT5G51980
Q84WU9	AT5G56900
Q9LTS7	AT5G56930
Q9LUZ4	AT5G58620
Q5RJC5	AT5G63260
Q9FH61	AT5G66270
Q56XU4	AT1G19860
Q9C7P4	AT1G29570
P58045	AT5G24960
P58046	AT5G24950
Q9FH66	AT5G42590
Q9SAB6	AT1G11610
Q9T0K0	AT4G13290
Q9T0K2	AT4G13310
Q9STL2	AT3G48320
Q9STL1	AT3G48310
Q9STL0	AT3G48300
Q9STK9	AT3G48290
Q9STK8	AT3G48280
Q9STK7	AT3G48270
O65788	AT1G13080
O65785	AT3G26220
O65786	AT3G26280
O65784	AT3G53280
O65787	AT2G24180
Q96514	AT1G13110
O64718	AT2G02580
Q9LVD2	AT5G57260
P58049	AT5G25120
Q9ZU07	AT5G25130
P58050	AT5G25140
P58051	AT5G25180
Q9LW27	AT3G26830
Q9LTM7	AT3G26150
Q9LTM6	AT3G26160
Q9LTM4	AT3G26170
Q9LTM3	AT3G26180
Q9LTM2	AT3G26190
Q9LTM1	AT3G26200
Q9LTM0	AT3G26210
Q9LTL8	AT3G26230
Q9LTL2	AT3G26270
Q9LTL0	AT3G26290
Q9SAE3	AT1G13090
Q9SAE4	AT1G13100
Q9SCN2	AT3G53300
Q9LIP6	AT3G26300
Q9LIP5	AT3G26310
Q9LIP4	AT3G26320
Q9LIP3	AT3G26330
Q9LJY7	AT3G20110
O64636	AT2G45560
O64637	AT2G45570
O64638	AT2G45580
O64635	AT2G45550
Q9FLC8	AT5G05260
O81346	AT4G39950
Q501D8	AT2G22330
Q949U1	AT1G16410
Q9FUY7	AT1G16400
Q9FG65	AT5G36220
O65790	AT4G37430
P48421	AT4G13770
O65782	AT4G31500
Q42600	AT4G36220
Q9FMA5	AT5G38970
Q940V4	AT3G30180
P48422	AT5G58860
O23066	AT4G00360
Q9FMY1	AT5G23190
Q42602	AT1G64900
Q9SRQ1	AT3G03470
Q42569	AT5G05690
O64989	AT3G50660
Q9M066	AT4G36380
Q94IA6	AT3G13730
O23365	AT4G15110
O22203	AT2G40890
P27521	AT3G47470
Q84MA5	AT4G21120
Q9ASS7	AT1G58030
Q8GYB4	AT5G36940
Q8W4K3	AT3G03720
O64759	AT2G34960
Q9LZ20	AT5G04770
Q9SQZ0	AT3G10600
Q9SHH0	AT1G17120
Q9C5D6	AT1G05940
Q01667	AT3G54890
A0MFS9	AT1G73020
Q9C7N2	AT1G29690
Q9CAI3	AT1G72680
Q9SJ25	AT2G21730
Q9SJ10	AT2G21890
P48523	AT3G19450
O49482	AT4G34230
O65621	AT4G37970
Q02971	AT4G37980
Q02972	AT4G37990
P42734	AT4G39330
Q8L9J9	AT4G34215
Q9SHJ0	AT1G06450
Q9S9P2	AT1G15920
Q9SFX6	AT1G27820
Q9C6M9	AT1G27890
O64773	AT1G61470
Q9SAI2	AT1G80780
Q9SKZ2	AT2G32070
Q9LXM4	AT3G44240
Q9LXM2	AT3G44260
Q9LEU4	AT5G10960
Q9FMS6	AT5G22250
Q8VYD9	AT4G31010
Q9SL79	AT2G20020
Q9FFU1	AT5G54890
Q9LDA9	AT1G23400
P42737	AT5G14740
P27140	AT3G01500
Q682T9	AT2G27030
Q682T9	AT2G41110
Q682T9	AT3G56800
Q03509	AT5G21274
P59220	AT3G43810
O04151	AT1G56340
Q38858	AT1G09210
O04153	AT1G08450
Q9AUE0	AT1G05570
Q9LTG5	AT5G36870
Q3B724	AT2G13680
Q9LYS6	AT3G59100
Q9SHJ3	AT1G06490
Q9LUD7	AT3G14570
Q9S9U0	AT4G04970
Q9ZT82	AT4G03550
P29402	AT5G61790
Q38798	AT5G07340
Q39081	AT1G26310
Q9C9W3	AT1G67980
Q9C9W4	AT1G67990
Q9C5D7	AT4G26220
O49499	AT4G34050
Q8L5Y6	AT2G02560
Q9MBA1	AT1G44446
Q9LHS0	AT5G35200
Q9C502	AT1G33340
Q9C9X5	AT1G68110
Q9FRH3	AT1G25240
Q9SHV5	AT2G01920
Q9LQW4	AT1G14686
Q8L936	AT4G40080
Q8H0W9	AT5G10410
Q9FKQ2	AT5G65370
Q8S9J8	AT4G32285
Q8LF20	AT2G25430
Q8GX47	AT4G02650
Q9SA65	AT1G03050
Q8VYT2	AT4G25940
Q9LVD8	AT5G57200
Q8LBH2	AT2G01600
P94017	AT1G14910
Q9MAH0	AT1G53310
Q5GM68	AT2G42600
Q84VW9	AT3G14940
Q8GVE8	AT1G68750
O82631	AT3G05520
Q9M9G7	AT1G71790
P38605	AT2G07050
Q9SIH4	AT2G36100
Q9CAX3	AT3G11550
Q9ZQI2	AT2G27370
Q9FFZ7	AT5G06200
Q9LXF3	AT5G15290
Q9LS42	AT3G18480
Q9FN48	AT5G23060
Q96528	AT1G20630
P25819	AT4G35090
Q42547	AT1G20620
Q39253	AT2G38170
Q39254	AT3G13320
Q93Z81	AT3G51860
Q8L783	AT1G55730
P0CJ48	AT1G29910
P0CJ48	AT1G29920
Q8VZ87	AT1G29910
Q8VZ87	AT1G29920
P04778	AT1G29930
Q07473	AT5G01530
Q9XF88	AT3G08940
Q9S7W1	AT2G40100
Q9XF89	AT4G10340
Q9LD90	AT3G57150
Q9LJU0	AT3G20580
Q9T045	AT4G27110
O23193	AT4G36910
Q9C5D0	AT4G34120
Q9LEV3	AT5G10860
Q84WQ5	AT4G27460
Q8GZA4	AT1G65320
Q9C6Y3	AT1G44110
Q9FVX0	AT1G77390
P92973	AT2G46830
Q147G5	AT5G11300
Q38819	AT1G15570
Q9C968	AT1G80370
Q9FMH5	AT5G43080
Q9C6A9	AT1G47210
A0MEB5	AT1G47220
Q3ECW2	AT1G47230
P30183	AT4G37490
Q39067	AT5G06150
Q39069	AT3G11520
O48790	AT2G26760
Q39068	AT2G17620
Q39070	AT4G35620
Q9LDM4	AT1G20610
Q9SFW6	AT1G76310
Q9FJK6	AT5G48640
Q9FJK7	AT5G48630
P42751	AT1G70210
O65572	AT3G63520
P42752	AT2G22490
P42753	AT4G34160
Q9FGQ7	AT5G67260
Q9SN11	AT3G50070
Q8LGA1	AT5G65420
Q0WQN9	AT5G10440
O49675	AT4G19170
Q2V3B2	AT4G37630
Q9ZR04	AT4G03270
Q9LZM0	AT5G02110
Q8VY26	AT4G32810
Q9M5P3	AT5G54290
Q8W5S1	AT5G27620
Q9M643	AT5G50375
Q9C5X2	AT2G01905
Q8RWV3	AT2G26430
Q9SGN7	AT1G28390
Q9SV05	AT3G51990
Q8W0Z9	AT3G58560
Q9M2F8	AT3G58580
Q9LS39	AT3G18500
A8MS41	AT1G31500
Q0WKY2	AT1G73875
Q8VYU4	AT5G11350
Q9XIA4	AT1G49380
P56770	ATCG01040
Q1PFW3	AT1G14750
Q9C8P7	AT1G35440
Q56YF8	AT4G19560
Q8LBC0	AT1G27630
Q8GYM6	AT4G19600
Q9FKE6	AT5G45190
Q9LJ45	AT3G21870
Q9SHD3	AT2G45080
Q9M205	AT3G60550
Q8LB60	AT3G63120
O80513	AT2G44740
Q9LY16	AT5G07450
Q9FKF6	AT5G61650
Q9FKP1	AT5G17860
Q9FKP2	AT5G17850
Q9LJI2	AT3G14070
Q9SYG9	AT1G54115
O04034	AT1G08960
Q06AN9	AT3G16320
Q8LGU6	AT2G20000
P54609	AT3G09840
Q9ZPR1	AT2G03670
Q9SS94	AT3G01610
Q9SCN8	AT3G53230
Q9LZF6	AT5G03340
B3DNN5	AT1G78770
Q9STS3	AT3G48150
Q8GY31	AT5G03455
P92948	AT1G09770
P42735	AT4G19070
P24100	AT3G48750
Q9LFT8	AT5G10270
Q8W4P1	AT5G64960
Q9C9U2	AT1G73690
Q9C9M7	AT1G66750
Q9LMT0	AT1G18040
Q84TI6	AT5G63610
O80345	AT4G28980
Q8VY16	AT3G19180
Q06850	AT5G04870
Q38870	AT3G10660
Q42479	AT4G23650
Q38869	AT4G09570
Q38871	AT4G35310
Q38872	AT2G17290
Q38873	AT5G12480
Q42438	AT5G19450
Q38868	AT3G20410
Q9M9V8	AT1G18890
Q39016	AT1G35670
Q42396	AT5G23580
Q8W4I7	AT3G51850
P93759	AT2G41860
O49717	AT4G21940
Q7XJR9	AT2G17890
Q9FMP5	AT5G12180
Q1PE17	AT4G36070
Q1PFH8	AT1G61950
Q9ZV15	AT2G38910
Q9ZSA2	AT4G04720
Q9M101	AT4G04740
Q9SIQ7	AT2G31500
Q9SJ61	AT2G35890
Q9SZM3	AT4G38230
Q9ZSA4	AT4G04700
Q9FKW4	AT5G66210
Q9SSF8	AT1G74740
Q9S9V0	AT4G04695
Q6NLQ6	AT3G57530
Q9C6P3	AT1G50700
Q3E9C0	AT5G19360
O04928	AT1G62430
Q9SGS4	AT1G76080
Q9SJW9	AT2G31270
Q9M1S9	AT3G54710
Q9LW83	AT3G16030
P56783	ATCG00530
Q9ZNV5	AT2G27550
Q9FGR9	AT5G50260
Q9STL4	AT3G48340
Q9STL5	AT3G48350
O48946	AT4G32410
O48947	AT4G39350
Q941L0	AT5G05170
Q84JA6	AT5G44030
Q8L778	AT5G09870
Q94JQ6	AT5G64740
Q9SWW6	AT5G17420
Q8LPK5	AT4G18780
Q9SJ22	AT2G21770
Q9SKJ5	AT2G25540
P41088	AT3G55120
O80842	AT2G45770
O65282	AT5G20720
P34893	AT1G14980
P29197	AT3G23990
Q8L7B5	AT2G33210
Q93ZM7	AT3G13860
P19172	AT5G24090
P19171	AT3G12500
Q9SRS9	AT3G07370
Q9SJE1	AT1G08520
Q38833	AT3G51820
P16127	AT4G18480
Q9CA67	AT1G74470
Q9SZR0	AT4G29890
P42738	AT3G29200
P13114	AT5G13930
Q9LI74	AT3G25690
Q58P69	AT3G44930
Q9FYB9	AT3G44920
Q9FYC0	AT3G44910
O22920	AT2G30240
Q9LMJ1	AT1G06970
Q9SIT5	AT2G13620
Q1HDT3	AT1G64170
Q9SUQ7	AT4G23700
Q9FFR9	AT5G41610
Q9LUN4	AT3G17630
Q9SA37	AT1G16380
Q9M353	AT3G53720
Q9SKA9	AT2G31910
Q8VYD4	AT1G05580
Q1HDT2	AT5G37060
Q9FGH6	AT5G58460
Q9M008	AT5G01680
Q8L709	AT3G52080
Q9SAK8	AT1G79400
Q9FFB8	AT5G22900
Q9FYC1	AT3G44900
Q3EDG3	AT1G08150
Q8GX92	AT1G08140
P0CG16	AT1G08135
Q9ZUV9	AT2G28170
Q9FFB7	AT5G22910
Q9LET7	AT3G56690
Q9LU68	AT5G57180
Q9LQI7	AT1G17350
Q94AR4	AT4G14270
Q9LDF1	AT3G25820
Q9LDF1	AT3G25830
Q9SPL2	AT5G64920
Q8RWC9	AT3G17510
Q9LYQ8	AT5G07070
Q2V452	AT2G26980
Q9SUL7	AT4G14580
Q9LEU7	AT5G10930
O65554	AT4G30960
Q9XIW0	AT3G23000
Q9STV4	AT4G24400
Q9MAM1	AT1G01140
Q9C562	AT5G58380
O22932	AT2G30360
Q9SN43	AT4G18700
O22971	AT2G34180
Q9LZW4	AT5G01820
P92937	AT5G01810
Q9SEZ7	AT2G25090
Q94C40	AT1G48260
Q9LP51	AT1G29230
Q9FJ55	AT5G45810
Q9FJ54	AT5G45820
Q94CG0	AT5G57630
O80902	AT2G38490
Q93VD3	AT1G30270
Q9LDI3	AT5G35410
Q8W1D5	AT5G25110
Q84VQ3	AT5G21326
Q9LXS7	AT3G58740
Q9LXS6	AT3G58750
Q9SJH7	AT2G42790
P20115	AT2G44350
Q9M7X9	AT3G06730
Q8H0V1	AT4G36390
Q9FG23	AT5G06830
P25859	AT3G54180
Q2V419	AT2G38620
Q8LF80	AT1G76540
Q8LG64	AT1G20930
O22267	AT2G47430
O23249	AT2G27960
Q9SJJ5	AT2G27970
O22213	AT2G41510
Q9FUJ3	AT2G19500
Q9LTS3	AT5G56970
Q9FUJ2	AT4G29740
Q67YU0	AT1G75450
Q9LY71	AT3G63440
Q9FUJ1	AT5G21482
Q0WNJ6	AT3G11130
Q0WLB5	AT3G08530
Q9SKU1	AT2G20760
O04209	AT2G40060
F4J5M9	AT3G51890
P92941	AT5G40890
P92942	AT3G27170
Q96282	AT5G49890
P92943	AT5G26240
Q8GX93	AT4G35440
Q8RXR2	AT1G55620
Q4PSX1	AT1G69320
Q3ECU1	AT1G49005
Q29PU4	AT1G68795
Q6NMF0	AT1G73965
Q3ECJ5	AT1G63245
Q8S8M2	AT2G01505
Q8L9H6	AT1G70895
Q3ECH9	AT1G66145
Q8W261	AT3G24225
Q3ECD6	AT1G73165
Q3EDI6	AT1G05065
Q9LV97	AT5G64800
Q3E9I4	AT5G12235
Q8LFL4	AT3G28455
O04547	AT1G69970
Q9LUA1	AT3G25905
O49519	AT4G18510
Q3EDH8	AT1G06225
Q9LXU0	AT5G12990
Q84W98	AT3G24770
Q6IWB2	AT2G34925
Q6IWB1	AT1G25425
Q941C5	AT4G13195
Q6IWA9	AT1G69588
Q8LDN4	AT5G59305
Q8S8N0	AT2G31081
Q8S8N2	AT2G31083
Q8S8N3	AT2G31085
Q8S8N1	AT2G31082
Q2V4E2	AT1G67775
Q9FZE4	AT1G26600
P93831	AT2G23380
O22527	AT1G19670
Q9M7I7	AT5G43860
P0CH31	AT1G43140
Q9XIE9	AT1G59790
Q9XIE8	AT1G59800
Q9STG3	AT3G46910
Q9SZ75	AT4G12100
Q8GW78	AT4G12060
P42730	AT1G74310
F4JVJ1	AT4G14670
Q9LF37	AT5G15450
Q8VYJ7	AT2G25140
Q9FI56	AT5G50920
Q9SXJ7	AT3G48870
P42762	AT5G51070
Q9FN42	AT5G23140
Q9SXJ6	AT1G66670
Q94B60	AT5G45390
Q9S834	AT1G02560
Q9SAA2	AT1G11750
Q9XJ35	AT1G49970
Q9XJ36	AT1G12410
Q8L770	AT1G09130
Q8LB10	AT4G17040
Q9SYQ8	AT1G75820
O80809	AT1G65380
Q9XF04	AT2G27250
P30187	AT2G41090
Q9LIK5	AT3G22930
P25071	AT2G41100
Q94AZ4	AT1G12310
Q8VZ50	AT1G62820
Q9FZ75	AT1G18530
Q9LI84	AT3G25600
Q9LQN4	AT1G32250
Q9M8U1	AT3G03000
O23184	AT4G37010
Q9ZQE6	AT2G15680
O82659	AT3G50360
Q52K82	AT4G26470
Q9LRN6	AT3G24110
Q9C8Y1	AT1G66400
P25070	AT5G37770
Q9FYK2	AT1G24620
Q9C9U8	AT1G73630
Q9LE22	AT1G18210
Q9SRP7	AT3G03430
Q9LF54	AT5G17480
Q9SU00	AT4G12860
Q9MBG5	AT3G29000
Q9SJN6	AT2G36180
Q9LF55	AT5G17470
Q9SRP4	AT3G03400
Q9SRP5	AT3G03410
P30188	AT2G41410
Q9SS31	AT3G10190
Q9FIH9	AT5G42380
Q9SRE6	AT1G76650
Q9SRE7	AT1G76640
Q9SRR7	AT3G07490
Q9SGI8	AT3G01830
Q8L3R2	AT3G50770
Q9SVG9	AT4G20780
Q9FI19	AT5G44460
Q9LPK5	AT1G21550
Q93Z27	AT5G39670
Q9LX26	AT3G59450
Q9SN89	AT3G47480
Q9ZQH1	AT2G27480
Q8W4L0	AT3G10300
Q9LX27	AT3G59440
Q9FYE4	AT5G04170
O22845	AT2G43290
Q9ZR02	AT4G03290
Q9LNE7	AT1G05990
O23320	AT4G14640
Q9S744	AT3G51920
O49139	AT1G80740
Q94F87	AT4G19020
Q94F88	AT1G69770
Q6NPP4	AT5G64220
Q8GSA7	AT2G22300
Q9FYG2	AT1G67310
O23463	AT4G16150
O81445	AT4G17615
Q8LAS7	AT5G55990
Q8LEM7	AT4G26570
O81223	AT5G24270
Q7FZF1	AT4G01420
Q9C5P6	AT4G16350
Q9SUA6	AT4G26560
Q9FUQ7	AT1G64480
Q9LTB8	AT5G47100
Q7FRS8	AT4G33000
Q9LNJ0	AT1G01340
Q9SKD6	AT2G46440
Q8GWD2	AT2G46450
Q9LD40	AT4G01010
Q9SJA4	AT2G24610
Q9SL29	AT2G28260
Q9SU64	AT3G48010
Q8L7Z0	AT4G30360
Q9LEQ3	AT5G14870
Q9LDR2	AT3G17690
Q9LD37	AT3G17700
O65717	AT5G53130
O65718	AT5G15410
Q9SKD7	AT2G46430
Q94AS9	AT5G54250
Q8RWS9	AT5G57940
O82226	AT2G23980
Q9FXH6	AT1G19780
Q9M0A4	AT4G30560
Q9C7D7	AT3G12180
Q3EDD7	AT1G12340
Q8GWT5	AT1G62880
Q84W04	AT1G12390
Q9SZ74	AT4G12090
Q39054	AT5G20990
Q39055	AT2G31955
Q39056	AT1G01290
Q9ZPV8	AT2G18250
Q9CAA0	AT1G79990
Q9C827	AT1G52360
Q8L828	AT3G15980
Q9SRT7	AT3G02210
Q8L8Q7	AT3G29810
Q9LFW3	AT5G15630
Q9FME5	AT5G60950
O04500	AT1G09790
Q8GZ17	AT4G16120
Q9LIB6	AT3G16860
Q9FJ13	AT5G49270
Q94KT8	AT5G60920
Q8L838	AT4G01400
O04197	AT2G39940
Q9LUA9	AT5G48250
O23379	AT4G15250
Q9LJ44	AT3G21880
O82256	AT2G47890
O22800	AT2G33500
Q9C7E8	AT1G28050
Q8RWD0	AT1G25440
O50055	AT5G15850
Q96502	AT3G02380
Q9SK53	AT2G24790
Q940T9	AT5G24930
Q9FHH8	AT5G57660
Q8LG76	AT1G68520
Q9C9A9	AT1G73870
Q9M9B3	AT1G49130
Q9SSE5	AT3G07650
Q9C9F4	AT1G68190
Q39057	AT5G15840
Q9LJD7	AT3G13550
P43254	AT2G32950
